sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,2,1,-0.2,0.2,58
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,2,-0.24,0.04,0.04,59
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,2,-0.37,-0.03,0.03,60
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,2,-0.75,-0.05,0.05,61
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,2,0.83,-0.03,0.03,62
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,2,0.8,0,0,63
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,2,0.17,0.03,0.03,64
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,2,0.12,-0.02,0.02,65
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,2,0.01,-0.21,0.21,66
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,2,0.79,0.01,0.01,67
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,2,-0.82,0.02,0.02,68
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,2,0.41,-0.01,0.01,69
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,2,0.13,-0.03,0.03,70
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,2,-0.21,0.11,0.11,71
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,2,0.13,-0.03,0.03,72
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,2,-0.28,0.08,0.08,73
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,2,0.08,0.02,0.02,74
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,2,0.43,-0.03,0.03,75
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,2,-0.92,0.12,0.12,76
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,2,0.48,-0.08,0.08,77
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,2,-0.85,0.05,0.05,78
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,2,-0.15,0.05,0.05,79
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,2,0.57,-0.17,0.17,80
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,2,0.82,-0.02,0.02,81
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,2,0.01,0.09,0.09,82
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,2,-0.24,0.04,0.04,83
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,2,-0.44,0.04,0.04,84
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,2,-0.82,0.02,0.02,86
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,2,0.1,0.1,0.1,87
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,2,0.17,0.03,0.03,88
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,2,0.41,-0.01,0.01,89
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,2,0.08,0.02,0.02,90
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,2,-0.98,0.18,0.18,91
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,2,0.08,0.02,0.02,92
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,2,0.01,-0.11,0.11,95
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,2,-0.74,-0.06,0.06,93
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,2,-0.53,0.13,0.13,94
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,2,0.45,-0.05,0.05,96
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,2,-0.45,0.05,0.05,97
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,2,0.46,-0.06,0.06,98
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,2,0.91,-0.11,0.11,99
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,3,-0.62,0.22,0.22,0
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,3,1,-0.2,0.2,1
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,3,0.43,-0.03,0.03,2
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,3,0.24,-0.14,0.14,3
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,3,-0.27,0.17,0.17,5
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,3,-0.52,0.12,0.12,6
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,3,-0.47,0.27,0.27,7
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,3,0.34,-0.24,0.24,8
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,3,-1,0.2,0.2,9
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,3,1,-0.2,0.2,10
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,3,-0.61,0.21,0.21,11
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,3,-0.53,0.13,0.13,12
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,3,0.46,-0.26,0.26,13
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,3,0.83,-0.63,0.63,15
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,3,0.93,-0.13,0.13,14
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,3,0.21,-0.11,0.11,16
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,3,0.34,-0.24,0.24,17
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,3,0.25,-0.05,0.05,18
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,3,0.85,-0.05,0.05,19
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,3,0.25,-0.15,0.15,20
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,3,-0.43,0.23,0.23,21
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,3,0.32,-0.12,0.12,22
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,3,0.34,-0.14,0.14,24
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,3,1,-0.2,0.2,25
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,3,0.69,-0.59,0.59,26
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,3,0.6,-0.2,0.2,27
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,3,0.84,-0.04,0.04,28
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,3,1,-0.8,0.8,29
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,3,-0.61,0.21,0.21,30
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,3,-0.29,0.09,0.09,31
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,3,1,-0.2,0.2,32
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,3,-0.66,0.26,0.26,33
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,3,-0.92,0.12,0.12,34
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,3,-0.85,0.05,0.05,35
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,3,-0.61,0.51,0.51,36
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,3,0.56,-0.16,0.16,37
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,3,-0.79,0.59,0.59,38
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,3,-0.52,0.42,0.42,39
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,3,-1,0.8,0.8,40
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,3,-0.17,0.07,0.07,41
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,3,-0.92,0.12,0.12,42
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,3,0.21,-0.11,0.11,43
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,3,-0.54,0.44,0.44,44
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,3,0.22,-0.12,0.12,45
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,3,-1,0.2,0.2,47
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,3,-1,0.2,0.2,46
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,3,-1,0.2,0.2,48
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,3,1,-0.2,0.2,49
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,3,-0.12,0.02,0.02,50
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,3,-1,0.2,0.2,51
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,3,-0.52,0.12,0.12,52
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,3,0.37,-0.17,0.17,53
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,3,0.6,-0.2,0.2,54
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,3,0.45,-0.25,0.25,55
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,3,-0.79,0.59,0.59,56
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,3,-0.19,0.09,0.09,57
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,3,-0.47,0.07,0.07,58
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,3,0.25,-0.05,0.05,59
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,3,0.84,-0.04,0.04,62
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,3,-0.18,-0.02,0.02,61
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,3,-0.43,0.03,0.03,60
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,3,0,-0.1,0.1,63
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,3,-0.34,0.44,0.44,64
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,3,-0.34,0.14,0.14,65
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,3,-0.3,0.4,0.4,66
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,3,0.31,0.09,0.09,67
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,3,-0.16,-0.04,0.04,68
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,3,-0.14,0.04,0.04,69
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,3,0.36,-0.26,0.26,70
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,3,-0.8,0,0,71
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,3,0.4,0,0,72
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,3,-0.61,0.21,0.21,74
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,3,-0.61,0.21,0.21,73
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,3,0.81,-0.01,0.01,75
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,3,0.48,-0.28,0.28,76
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,3,0.52,-0.12,0.12,78
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,3,0.86,-0.06,0.06,79
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,3,0.96,-0.16,0.16,81
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,3,-0.31,0.11,0.11,80
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,3,0.27,-0.07,0.07,82
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,3,-1,0.2,0.2,84
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,3,-0.54,0.34,0.34,85
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,3,-0.56,0.46,0.46,86
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,3,0.58,-0.38,0.38,87
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,3,-0.2,0,0,88
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,3,0.5,-0.1,0.1,89
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,3,0.54,-0.14,0.14,90
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,3,0.72,-0.32,0.32,91
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,3,-0.25,0.15,0.15,92
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,3,-1,0.2,0.2,93
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,3,0.67,-0.27,0.27,94
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,3,-0.67,0.57,0.57,95
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,3,-0.89,0.09,0.09,96
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,3,0.41,-0.01,0.01,97
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,3,0.39,-0.29,0.29,98
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,3,-0.53,0.13,0.13,99
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,4,-0.36,0.16,0.16,0
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,4,0.9,-0.7,0.7,1
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,4,0.49,-0.09,0.09,2
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,4,-0.55,0.15,0.15,3
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,4,-0.52,0.12,0.12,4
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,4,-0.41,0.01,0.01,5
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,4,-1,0.2,0.2,7
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,4,0.32,-0.12,0.12,6
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,4,0.31,-0.11,0.11,8
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,4,-0.5,0.1,0.1,9
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,4,0.99,-0.19,0.19,10
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,4,0.02,0.08,0.08,11
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,4,0.54,-0.14,0.14,12
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,4,-0.02,-0.08,0.08,14
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,4,0.13,-0.03,0.03,15
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,4,-0.07,-0.03,0.03,13
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,4,-0.83,0.03,0.03,16
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,4,0.04,-0.24,0.24,17
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,4,0.13,-0.03,0.03,18
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,4,0.56,-0.16,0.16,19
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,4,-0.15,0.05,0.05,20
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,4,-0.16,-0.04,0.04,21
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,4,0.93,-0.13,0.13,22
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,4,0.29,-0.09,0.09,23
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,4,-0.2,0,0,24
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,4,-0.32,0.12,0.12,25
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,4,0.83,-0.03,0.03,26
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,4,-0.54,0.14,0.14,27
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,4,-0.21,0.01,0.01,28
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,4,0.82,-0.02,0.02,29
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,4,0.32,-0.22,0.22,31
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,4,-0.72,0.32,0.32,32
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,4,0.21,-0.01,0.01,33
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,4,-0.81,0.01,0.01,34
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,4,0.09,0.01,0.01,35
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,4,0.58,-0.18,0.18,36
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,4,0.45,-0.05,0.05,37
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,4,-0.09,-0.01,0.01,38
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,4,0.1,0,0,39
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,4,-0.95,0.15,0.15,40
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,4,0.85,-0.05,0.05,41
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,4,0.04,0.16,0.16,42
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,4,0.5,-0.1,0.1,43
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,4,-0.25,0.05,0.05,44
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,4,-0.23,0.03,0.03,45
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,4,0.24,-0.14,0.14,46
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,4,-0.23,0.13,0.13,48
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,4,-0.77,0.37,0.37,49
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,4,1,-0.2,0.2,50
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,4,0.47,-0.07,0.07,51
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,4,-0.99,0.19,0.19,52
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,4,-0.26,0.16,0.16,53
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,4,0.31,-0.11,0.11,55
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,4,-0.59,0.19,0.19,56
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,4,-0.44,0.34,0.34,54
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,4,-0.92,0.12,0.12,57
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,4,0.29,-0.19,0.19,58
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,4,0.45,-0.05,0.05,59
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,4,-1,0.2,0.2,60
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,4,0.29,-0.09,0.09,61
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,4,-0.4,0.3,0.3,62
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,4,0.86,-0.06,0.06,63
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,4,0.45,-0.05,0.05,64
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,4,0.76,0.04,0.04,65
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,4,0.13,0.07,0.07,66
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,4,-0.45,0.25,0.25,67
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,4,-1,0.2,0.2,68
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,4,-0.18,0.08,0.08,69
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,4,-0.37,0.17,0.17,71
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,4,0.13,-0.03,0.03,70
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,4,0.83,-0.03,0.03,72
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,4,0.04,0.06,0.06,74
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,4,-0.18,0.08,0.08,75
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,4,-0.4,0,0,76
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,4,-0.68,0.28,0.28,77
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,4,0.42,-0.02,0.02,79
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,4,-0.92,0.12,0.12,80
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,4,0.42,-0.02,0.02,81
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,4,-0.4,0.3,0.3,82
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,4,0.87,-0.67,0.67,84
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,4,0.96,-0.16,0.16,85
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,4,-0.98,0.18,0.18,86
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,4,1,-0.2,0.2,87
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,4,0.68,-0.48,0.48,90
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,4,0.04,0.06,0.06,88
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,4,-0.92,0.12,0.12,91
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,4,-0.99,0.59,0.59,92
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,4,0.21,-0.01,0.01,93
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,4,0.21,-0.11,0.11,94
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,4,0.87,-0.07,0.07,95
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,4,0.35,0.05,0.05,96
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,4,-0.36,0.16,0.16,97
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,4,-0.69,0.29,0.29,98
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,4,-0.43,0.23,0.23,99
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,5,-0.97,0.17,0.17,0
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,5,-0.46,0.06,0.06,1
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,5,-0.37,0.17,0.17,2
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,5,0.42,-0.02,0.02,3
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,5,-0.87,0.07,0.07,4
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,5,-0.09,-0.01,0.01,5
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,5,0.15,-0.05,0.05,6
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,5,-0.26,0.06,0.06,7
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,5,0.88,-0.08,0.08,8
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,5,-0.82,0.02,0.02,9
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,5,-0.84,0.04,0.04,10
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,5,-0.22,0.02,0.02,11
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,5,-0.32,0.12,0.12,12
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,5,-0.64,0.24,0.24,13
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,5,0.17,-0.07,0.07,14
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,5,1,-0.2,0.2,15
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,5,-0.17,0.07,0.07,16
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,5,-0.12,0.02,0.02,17
